builtin-popcnt-unrolled-errata, 128, 25000000, 0.155417
builtin-popcnt-unrolled-errata-manual, 128, 25000000, 0.198843
builtin-popcnt-movdq, 128, 25000000, 0.191191
builtin-popcnt-movdq-unrolled, 128, 25000000, 0.200537
builtin-popcnt-movdq-unrolled_manual, 128, 25000000, 0.199171
lookup-8, 256, 12500000, 1.062400
lookup-64, 256, 12500000, 1.045598
bit-parallel, 256, 12500000, 1.022856
bit-parallel-optimized, 256, 12500000, 0.746222
bit-parallel-optimized2, 256, 12500000, 0.611021
bit-parallel-mul, 256, 12500000, 0.284844
bit-parallel32, 256, 12500000, 1.668700
bit-parallel-optimized32, 256, 12500000, 1.225559
harley-seal, 256, 12500000, 0.291560
sse-bit-parallel, 256, 12500000, 0.749898
sse-bit-parallel-original, 256, 12500000, 0.504115
sse-bit-parallel-better, 256, 12500000, 0.737289
sse-harley-seal, 256, 12500000, 0.294822
sse-lookup, 256, 12500000, 0.227196
sse-lookup-original, 256, 12500000, 0.375239
avx2-lookup, 256, 12500000, 0.156514
avx2-lookup-original, 256, 12500000, 0.414868
avx2-harley-seal, 256, 12500000, 0.305296
cpu, 256, 12500000, 0.145477
sse-cpu, 256, 12500000, 0.220339
avx2-cpu, 256, 12500000, 0.219199
avx512-harley-seal, 256, 12500000, 0.321777
avx512bw-shuf, 256, 12500000, 0.735220
builtin-popcnt, 256, 12500000, 0.280094
builtin-popcnt32, 256, 12500000, 0.470884
builtin-popcnt-unrolled, 256, 12500000, 0.154960
builtin-popcnt-unrolled32, 256, 12500000, 0.252385
builtin-popcnt-unrolled-errata, 256, 12500000, 0.133215
builtin-popcnt-unrolled-errata-manual, 256, 12500000, 0.163108
builtin-popcnt-movdq, 256, 12500000, 0.176095
builtin-popcnt-movdq-unrolled, 256, 12500000, 0.163690
builtin-popcnt-movdq-unrolled_manual, 256, 12500000, 0.186198
lookup-8, 512, 10000000, 1.764854
lookup-64, 512, 10000000, 1.785019
bit-parallel, 512, 10000000, 1.809917
bit-parallel-optimized, 512, 10000000, 1.154267
bit-parallel-optimized2, 512, 10000000, 0.714769
bit-parallel-mul, 512, 10000000, 0.365438
bit-parallel32, 512, 10000000, 2.821950
bit-parallel-optimized32, 512, 10000000, 2.041201
harley-seal, 512, 10000000, 0.423480
sse-bit-parallel, 512, 10000000, 0.786570
sse-bit-parallel-original, 512, 10000000, 0.581944
sse-bit-parallel-better, 512, 10000000, 0.728079
sse-harley-seal, 512, 10000000, 0.301018
sse-lookup, 512, 10000000, 0.271047
sse-lookup-original, 512, 10000000, 0.419534
avx2-lookup, 512, 10000000, 0.173143
avx2-lookup-original, 512, 10000000, 0.369451
avx2-harley-seal, 512, 10000000, 0.219983
cpu, 512, 10000000, 0.196756
sse-cpu, 512, 10000000, 0.267745
avx2-cpu, 512, 10000000, 0.323923
avx512-harley-seal, 512, 10000000, 0.339579
avx512bw-shuf, 512, 10000000, 0.511878
builtin-popcnt, 512, 10000000, 0.338403
builtin-popcnt32, 512, 10000000, 0.614102
builtin-popcnt-unrolled, 512, 10000000, 0.196357
builtin-popcnt-unrolled32, 512, 10000000, 0.424790
builtin-popcnt-unrolled-errata, 512, 10000000, 0.195815
builtin-popcnt-unrolled-errata-manual, 512, 10000000, 0.194081
builtin-popcnt-movdq, 512, 10000000, 0.316430
builtin-popcnt-movdq-unrolled, 512, 10000000, 0.237121
builtin-popcnt-movdq-unrolled_manual, 512, 10000000, 0.261789
lookup-8, 1024, 5000000, 1.640468
lookup-64, 1024, 5000000, 1.715165
bit-parallel, 1024, 5000000, 1.707206
bit-parallel-optimized, 1024, 5000000, 1.210574
bit-parallel-optimized2, 1024, 5000000, 0.719620
bit-parallel-mul, 1024, 5000000, 0.338910
bit-parallel32, 1024, 5000000, 2.679506
bit-parallel-optimized32, 1024, 5000000, 2.016867
harley-seal, 1024, 5000000, 0.419014
sse-bit-parallel, 1024, 5000000, 0.677767
sse-bit-parallel-original, 1024, 5000000, 0.566387
sse-bit-parallel-better, 1024, 5000000, 0.585664
sse-harley-seal, 1024, 5000000, 0.264477
sse-lookup, 1024, 5000000, 0.266915
sse-lookup-original, 1024, 5000000, 0.381743
avx2-lookup, 1024, 5000000, 0.144431
avx2-lookup-original, 1024, 5000000, 0.299386
avx2-harley-seal, 1024, 5000000, 0.171183
cpu, 1024, 5000000, 0.272137
sse-cpu, 1024, 5000000, 0.302805
avx2-cpu, 1024, 5000000, 0.293539
avx512-harley-seal, 1024, 5000000, 0.136963
avx512bw-shuf, 1024, 5000000, 0.326990
builtin-popcnt, 1024, 5000000, 0.316844
builtin-popcnt32, 1024, 5000000, 0.629362
builtin-popcnt-unrolled, 1024, 5000000, 0.271614
builtin-popcnt-unrolled32, 1024, 5000000, 0.433336
builtin-popcnt-unrolled-errata, 1024, 5000000, 0.266813
builtin-popcnt-unrolled-errata-manual, 1024, 5000000, 0.235837
builtin-popcnt-movdq, 1024, 5000000, 0.312165
builtin-popcnt-movdq-unrolled, 1024, 5000000, 0.311403
builtin-popcnt-movdq-unrolled_manual, 1024, 5000000, 0.315157
lookup-8, 32, 100000000, 1.157211
lookup-64, 32, 100000000, 1.131738
bit-parallel, 32, 100000000, 1.298408
bit-parallel-optimized, 32, 100000000, 0.923718
bit-parallel-optimized2, 32, 100000000, 2.001275
bit-parallel-mul, 32, 100000000, 0.323874
bit-parallel32, 32, 100000000, 1.823019
bit-parallel-optimized32, 32, 100000000, 1.441207
harley-seal, 32, 100000000, 0.498753
sse-bit-parallel, 32, 100000000, 1.761433
sse-bit-parallel-original, 32, 100000000, 1.095302
sse-bit-parallel-better, 32, 100000000, 2.845135
sse-harley-seal, 32, 100000000, 1.227063
sse-lookup, 32, 100000000, 0.560890
sse-lookup-original, 32, 100000000, 0.980829
avx2-lookup, 32, 100000000, 0.566148
avx2-lookup-original, 32, 100000000, 2.494620
avx2-harley-seal, 32, 100000000, 1.137195
cpu, 32, 100000000, 0.227381
sse-cpu, 32, 100000000, 1.772928
avx2-cpu, 32, 100000000, 2.303954
avx512-harley-seal, 32, 100000000, 3.185082
avx512bw-shuf, 32, 100000000, 2.946459
builtin-popcnt, 32, 100000000, 0.204201
builtin-popcnt32, 32, 100000000, 0.343218
builtin-popcnt-unrolled, 32, 100000000, 0.258019
builtin-popcnt-unrolled32, 32, 100000000, 0.373943
builtin-popcnt-unrolled-errata, 32, 100000000, 0.306086
builtin-popcnt-unrolled-errata-manual, 32, 100000000, 0.355378
builtin-popcnt-movdq, 32, 100000000, 0.195292
builtin-popcnt-movdq-unrolled, 32, 100000000, 0.310419
builtin-popcnt-movdq-unrolled_manual, 32, 100000000, 0.365460
lookup-8, 64, 50000000, 1.050700
lookup-64, 64, 50000000, 1.003274
bit-parallel, 64, 50000000, 1.093869
bit-parallel-optimized, 64, 50000000, 0.745822
bit-parallel-optimized2, 64, 50000000, 0.684443
bit-parallel-mul, 64, 50000000, 0.232788
bit-parallel32, 64, 50000000, 1.758693
bit-parallel-optimized32, 64, 50000000, 1.284852
harley-seal, 64, 50000000, 0.365543
sse-bit-parallel, 64, 50000000, 1.982834
sse-bit-parallel-original, 64, 50000000, 0.704519
sse-bit-parallel-better, 64, 50000000, 1.917061
sse-harley-seal, 64, 50000000, 0.733996
sse-lookup, 64, 50000000, 0.372730
sse-lookup-original, 64, 50000000, 0.593854
avx2-lookup, 64, 50000000, 0.318922
avx2-lookup-original, 64, 50000000, 1.323857
avx2-harley-seal, 64, 50000000, 0.799787
cpu, 64, 50000000, 0.215624
sse-cpu, 64, 50000000, 0.310476
avx2-cpu, 64, 50000000, 1.892015
avx512-harley-seal, 64, 50000000, 0.811230
avx512bw-shuf, 64, 50000000, 2.141019
builtin-popcnt, 64, 50000000, 0.194776
builtin-popcnt32, 64, 50000000, 0.352526
builtin-popcnt-unrolled, 64, 50000000, 0.187346
builtin-popcnt-unrolled32, 64, 50000000, 0.295974
builtin-popcnt-unrolled-errata, 64, 50000000, 0.214555
builtin-popcnt-unrolled-errata-manual, 64, 50000000, 0.230194
builtin-popcnt-movdq, 64, 50000000, 0.179500
builtin-popcnt-movdq-unrolled, 64, 50000000, 0.224383
builtin-popcnt-movdq-unrolled_manual, 64, 50000000, 0.236689
lookup-8, 128, 25000000, 1.152585
lookup-64, 128, 25000000, 1.116266
bit-parallel, 128, 25000000, 1.044624
bit-parallel-optimized, 128, 25000000, 0.729980
bit-parallel-optimized2, 128, 25000000, 0.617607
bit-parallel-mul, 128, 25000000, 0.188616
bit-parallel32, 128, 25000000, 1.661345
bit-parallel-optimized32, 128, 25000000, 1.254847
harley-seal, 128, 25000000, 0.353942
sse-bit-parallel, 128, 25000000, 1.149809
sse-bit-parallel-original, 128, 25000000, 0.502877
sse-bit-parallel-better, 128, 25000000, 1.034689
sse-harley-seal, 128, 25000000, 0.535284
sse-lookup, 128, 25000000, 0.245153
sse-lookup-original, 128, 25000000, 0.413384
avx2-lookup, 128, 25000000, 0.205181
avx2-lookup-original, 128, 25000000, 0.692944
avx2-harley-seal, 128, 25000000, 0.402144
cpu, 128, 25000000, 0.162103
sse-cpu, 128, 25000000, 0.250618
avx2-cpu, 128, 25000000, 0.291206
avx512-harley-seal, 128, 25000000, 0.562350
avx512bw-shuf, 128, 25000000, 1.441750
builtin-popcnt, 128, 25000000, 0.166591
builtin-popcnt32, 128, 25000000, 0.490808
builtin-popcnt-unrolled, 128, 25000000, 0.144709
builtin-popcnt-unrolled32, 128, 25000000, 0.261384
builtin-popcnt-unrolled-errata, 128, 25000000, 0.156367
builtin-popcnt-unrolled-errata-manual, 128, 25000000, 0.167709
builtin-popcnt-movdq, 128, 25000000, 0.170997
builtin-popcnt-movdq-unrolled, 128, 25000000, 0.194887
builtin-popcnt-movdq-unrolled_manual, 128, 25000000, 0.207285
lookup-8, 256, 12500000, 1.074000
lookup-64, 256, 12500000, 1.144608
bit-parallel, 256, 12500000, 1.040542
bit-parallel-optimized, 256, 12500000, 0.723405
bit-parallel-optimized2, 256, 12500000, 0.554525
bit-parallel-mul, 256, 12500000, 0.253602
bit-parallel32, 256, 12500000, 1.618134
bit-parallel-optimized32, 256, 12500000, 1.273840
harley-seal, 256, 12500000, 0.334108
sse-bit-parallel, 256, 12500000, 0.678346
sse-bit-parallel-original, 256, 12500000, 0.402269
sse-bit-parallel-better, 256, 12500000, 0.617981
sse-harley-seal, 256, 12500000, 0.258079
sse-lookup, 256, 12500000, 0.186419
sse-lookup-original, 256, 12500000, 0.341369
avx2-lookup, 256, 12500000, 0.132682
avx2-lookup-original, 256, 12500000, 0.399861
avx2-harley-seal, 256, 12500000, 0.276295
cpu, 256, 12500000, 0.131041
sse-cpu, 256, 12500000, 0.174903
avx2-cpu, 256, 12500000, 0.198796
avx512-harley-seal, 256, 12500000, 0.275075
avx512bw-shuf, 256, 12500000, 0.591958
builtin-popcnt, 256, 12500000, 0.272691
builtin-popcnt32, 256, 12500000, 0.509627
builtin-popcnt-unrolled, 256, 12500000, 0.149086
builtin-popcnt-unrolled32, 256, 12500000, 0.263550
builtin-popcnt-unrolled-errata, 256, 12500000, 0.135288
builtin-popcnt-unrolled-errata-manual, 256, 12500000, 0.134572
builtin-popcnt-movdq, 256, 12500000, 0.172493
builtin-popcnt-movdq-unrolled, 256, 12500000, 0.158318
builtin-popcnt-movdq-unrolled_manual, 256, 12500000, 0.163046
lookup-8, 512, 10000000, 1.603047
lookup-64, 512, 10000000, 1.575083
bit-parallel, 512, 10000000, 1.635155
bit-parallel-optimized, 512, 10000000, 1.032687
bit-parallel-optimized2, 512, 10000000, 0.661411
bit-parallel-mul, 512, 10000000, 0.338586
bit-parallel32, 512, 10000000, 2.620118
bit-parallel-optimized32, 512, 10000000, 2.120007
harley-seal, 512, 10000000, 0.411715
sse-bit-parallel, 512, 10000000, 0.779919
sse-bit-parallel-original, 512, 10000000, 0.572298
sse-bit-parallel-better, 512, 10000000, 0.683889
sse-harley-seal, 512, 10000000, 0.297900
sse-lookup, 512, 10000000, 0.258177
sse-lookup-original, 512, 10000000, 0.403417
avx2-lookup, 512, 10000000, 0.169066
avx2-lookup-original, 512, 10000000, 0.406350
avx2-harley-seal, 512, 10000000, 0.237786
cpu, 512, 10000000, 0.186683
sse-cpu, 512, 10000000, 0.259990
avx2-cpu, 512, 10000000, 0.301427
avx512-harley-seal, 512, 10000000, 0.301558
avx512bw-shuf, 512, 10000000, 0.512759
builtin-popcnt, 512, 10000000, 0.335172
builtin-popcnt32, 512, 10000000, 0.608649
builtin-popcnt-unrolled, 512, 10000000, 0.187889
builtin-popcnt-unrolled32, 512, 10000000, 0.415864
builtin-popcnt-unrolled-errata, 512, 10000000, 0.188871
builtin-popcnt-unrolled-errata-manual, 512, 10000000, 0.196441
builtin-popcnt-movdq, 512, 10000000, 0.316041
builtin-popcnt-movdq-unrolled, 512, 10000000, 0.239650
builtin-popcnt-movdq-unrolled_manual, 512, 10000000, 0.258774
lookup-8, 1024, 5000000, 1.609223
lookup-64, 1024, 5000000, 1.559200
bit-parallel, 1024, 5000000, 1.580243
bit-parallel-optimized, 1024, 5000000, 1.062647
bit-parallel-optimized2, 1024, 5000000, 0.713540
bit-parallel-mul, 1024, 5000000, 0.316984
bit-parallel32, 1024, 5000000, 2.535404
bit-parallel-optimized32, 1024, 5000000, 1.872940
harley-seal, 1024, 5000000, 0.391489
sse-bit-parallel, 1024, 5000000, 0.702442
sse-bit-parallel-original, 1024, 5000000, 0.550433
sse-bit-parallel-better, 1024, 5000000, 0.601055
sse-harley-seal, 1024, 5000000, 0.247016
sse-lookup, 1024, 5000000, 0.246580
sse-lookup-original, 1024, 5000000, 0.381649
avx2-lookup, 1024, 5000000, 0.145186
avx2-lookup-original, 1024, 5000000, 0.294658
avx2-harley-seal, 1024, 5000000, 0.165886
cpu, 1024, 5000000, 0.262322
sse-cpu, 1024, 5000000, 0.295290
avx2-cpu, 1024, 5000000, 0.284898
